job_skills,job_title,company,job_location
"Human Resources, Business Operations, Business Analysis, Policy Compliance, Leadership, Execution, Communication, Teammate Relations, Compensation, Benefits, Recruiting, Strategy, Economic Analysis, Financial Data, PerformanceBased Rewards, Medical Benefits, Dental Benefits, Vision Care Benefits, 401(k) Matching, Paid Time Off, PTO Cash Out, Family Resources, EAP Counseling Sessions, Access Headspace, Backup Child and Elder Care, Maternity/Paternity Leave, Virtual Leadership Courses, Development Courses, StarLearning Platform, Diversity & Belonging, Equal Opportunity Employment, Affirmative Action Employer",Other,davita kidney care,tampa fl
"Production management, Quality control, Health and safety, Timekeeping, Numeracy, Literacy, Verbal communication, Written communication, English, Manual dexterity, Manual handling, Team leadership, Production environment, Food hygiene, Training, Shift work, Data protection, Privacy policy",line leader,ejl official partner,bridlington england united kingdom
"B2B Sales, Salesforce, ZoomInfo, Outreach, Communication, Negotiation, Leadership, Team Management, Time Management, Customer Relationship Management, Data Analysis, Problem Solving, Strategic Thinking, Creativity, SelfMotivation, Adaptability, Presentation Skills, Writing Skills, Attention to Detail, Active Listening Skills, Travel Industry Knowledge, Corporate Travel Management, Employee Perk Programs, Technical Skills, Business Development, Pipeline Management, Forecasting, Market Research, Budgeting, Financial Analysis, Business Plans, Project Management, Client Management, Negotiation",senior account executive,Other,denver co
"Program Management, Medical Office Administration, HIPAA, OSHA, Patient Intake, Registration, Scheduling, Medical Insurance, Basic Billing and Coding, Medical Terminology, Group and Individual Training, Simulations, Career and Employment Planning, Relationship Management, Employer Partnerships, MS Office, Databases, Social Media, WebBased Applications, Counseling, Case Management, Employment Services, Adult Learner Training",Other,ymca greater boston,woburn
"Business Analysis, Business Requirements Gathering, Business Systems Analysis, Agile Methodologies, Scrum Ceremonies, Sprint Planning, Sprint Reviews, Retrospective Sessions, User Stories, Use Case Scenarios, Definition of Done, Acceptance Criteria, Process Flows, Impact Analysis, Prototyping, TradeOff Analysis, Best Practices, Standards, Story SignOff, System Configuration, Bachelor's Degree in Quantitative/Analytical Discipline, 5+ Years Experience as a Business Analyst / Business Systems Analyst, Solid Insurance Domain Knowledge (P&C Personal and Commercial Auto Trucking), Experience in Brokerage Claims Underwriting or IT Function, Drive to Excel and Enhance Professional Development, CBAP or PMIPBA Certification (Preferred), Experience in Agile and Hybrid Environments, Excellent English Written and Verbal Communication Skills, French Language (Asset), Strong Interpersonal Skills, Disciplined and SelfMotivated, Ability to Work Independently and as Part of a Team, Strong MS Office Suite (Excel Word Visio PowerPoint), Basic SQL (Asset), Proven TrackRecord of Taking Ownership of Tasks, Demonstrated Leadership, Competitive Total Compensation and Benefits Package, Annual Shared Success Program, Annual Merit Increases, Defined Contribution Pension Plan, Complimentary CAA Membership, Equal Opportunity Employer, Employment Accommodation in Accordance with Ontario Human Rights Code, Safety and WellBeing of Associates, Full Vaccination as a Condition of Employment",Other,echelon insurance,mississauga ontario canada
"Lead Technician, Project Management, Environmental Mitigation, Safety Compliance, Hand Tools, Power Tools, Equipment Handling, Crew Supervision, Repair Services, Communication, Time Management, Training and Development, English Proficiency, Bilingual (English/Spanish), Respirator Physical and Fit Exam, Material Data Sheet Interpretation, Industry Certifications, Lifting Heavy Objects, Extended Hours and Weekends, Confined Spaces, Unsanitary Conditions",lead technician,Other,hayward ca
"Robotics, Engineering, Computer Science, CAD/CAM, Machine Learning, Applied Physics, Mechanics, Prototyping, Cost Optimization, Efficiency Optimization, Productivity Optimization, Integrated Systems, Troubleshooting, Communication Skills, Analytical Thinking, Resourcefulness",senior robotics engineer,recruiting scratch,fort worth tx
"React, Typescript, Redux, Haskell, Yesod, Persistent, Nix, Postgres, AWS, Swift, Kotlin, iOS, Android, Webpack, User Experience, Frontend Engineering, Software Development, Financial Technology, SaaS, Fintech, Banking Services, Equity, Stock Options, Benefits, Salary, Compensation, Pay Equity, Internal Pay Equity, Job Candidate, Experience, Expertise, Geographic Location",Other,Other,portland
"Teamwork, Sanitation, Pizza Making, Food Preparation, Customer Service, Attention to Detail, Organizational Skills, Following Instructions, Reading Comprehension, Time Management",Other,texas roadhouse,chesapeake va
"Potable Water Planning, Feasibility Studies, Compliance Reporting, Contract Drawings, AutoCAD Civil3D, BIM Software Platforms, Technical Specifications, Regulatory and Technical Permits, Project Scoping, Budgeting, Client Interaction, Project Management, AutoCAD Civil 3D, BIM, BioWin, Arc View, Civil Engineering, Environmental Engineering, Masters of Science, Wastewaterrelated Program, Client Interaction, Council/Board Meetings, Professional Engineer (PE) License, Multidisciplinary Teams, Communities of Practice, WorkLife Integration, Commitment to Learning, Community Engagement, Quality Insurance Options, Paid Time Off, Paid Holidays, Paid Parental Leave, Supplemental Insurance, Employee Stock Ownership Plan (ESOP), 401k Retirement Savings Plan, Short Term Incentive (STIP)",Other,msa professional service,ankeny ia
"Medical Billing, Medical Claims Processing, Excel, Word, Attention to Detail, Organizational Skills, Communication Skills, Problem Solving, Negotiation, Teamwork, Patient Care, Medicaid, Charity Care, Bankruptcy, Collection Proceedings, HIPAA",Other,albany medical center,albany ny
"Microsoft Office 365, Case files management, Documentation, Scheduling, Email, Interpersonal communication, Social work, Parenting, Training, Coaching, Multicultural and refugee communities, Foster care, National BCI/FBI background check, SSW or CSW, Utah driver's license, Auto insurance, Clean driving record, Vehicle safety standards, Rotating weekend oncall schedule",Other,Other,salt lake city ut
"Food Safety, Serve Safe certification, High school diploma, Flexibility, Adaptability, Communication skills, Conflict management, Work in a fastpaced environment, Stand for long periods, Lift up to 50 lbs, Reach across counter tops, Work in a hot and noisy environment, Verbal communication, Ability to adapt to changing priorities",Other,panda restaurant group,fort worth tx
"Registered Nurse (RN), Tracheostomy Care, Ventilator Care, CPR Certification, Clinical Experience, Caregiving, Patient Care, Medical Care, Nursing License, Online Training, Home Care, Hospice Care, Healthcare Staffing",Other,interim healthcare inc,nashua nh
"Customer service, Communication, Working at heights, Lifting heavy objects, Driver's license, Travel, Health benefits, Career development, Preemployment screening, Drug test, Driving record, Hourly pay rate, Location pay differential",cable technician,job humanity,greene ny
"Customer service, Merchandising, Project management, Communication, Teamwork, Problemsolving, Attention to detail, Ability to operate power equipment, Ability to read write and perform basic arithmetic, Ability to work overnight and weekends, Ability to utilize webbased computer programs, Nursery experience, General Merchandising experience, Lowe's sales floor experience, Product merchandising tasks, Power equipment operation, Basic tool knowledge, Planograms, Displays, Safety",merchandising service associate plant service lead,lowes company inc,shelbyville ky
"Clinical Nurse Coordinator, Advanced Cardiac Life Support, Basic Cardiac Life Support, Emergency Nurse Pediatric Course, Neonate Resuscitation, PALS Pediatric Advanced Life Support, Trauma Nursing Core Course, Registered Nurse, Associate Degree, Inventory Control, Labor Management, Scheduling, Patient Care, Quality Assessment, Conflict Resolution, Personnel Policy Compliance, Performance Evaluation, Disciplinary Actions, Hospital Administration, Teamwork, Patient Experience, Clinical Outcomes, Employee Engagement, Employee Rounding, Hourly Rounds",Other,health ecareers,mcallen tx
"Python, PowerShell, APIs, Incident response, Security orchestration (SOAR), Threat hunting, Penetration testing, Intrusion detection, Attack vectors, Vulnerability management, Patch management, Data loss prevention, Web proxies, Web application firewalls, Next generation firewalls (Fortinet/Cisco/Checkpoint), Endpoint Detection and Response, Microsoft Advanced Threat Protection, Office 365, Zero Day Threat Detection Technology, Threat Intelligence Feeds, Forensics Software, Computer networks, Desktops, Servers, Cloud technology, Software as a service, Strong problemsolving skills, Strong troubleshooting skills, Strong communication skills, Writing reports, Presenting to senior executives, Demonstrated connections to external Incident Response leaders and learning organizations, Security Operations Center (SOC) management, Bachelor's degree in computer science or information technology, 710+ years of relevant work experience, High level of technical expertise in information security",Other,dice,camden nj
